metric_id,metric_name,metric_category,metric_type,data_provider
'20129999999901,critical_controv_animal_welfare,Controversy Metrics,boolean,Clarity.ai
'20129999999901,critical_controv_animal_welfare_sc,Controversy Metrics,boolean,Clarity.ai
'20129999999901,critical_controv_anticompetitive_practices,Controversy Metrics,boolean,Clarity.ai
'20129999999901,critical_controv_bribery_and_corruption,Controversy Metrics,boolean,Clarity.ai
'20129999999901,critical_controv_bribery_and_corruption_sc,Controversy Metrics,boolean,Clarity.ai
'20129999999901,critical_controv_business_ethics,Controversy Metrics,boolean,Clarity.ai
'20129999999901,critical_controv_business_ethics_sc,Controversy Metrics,boolean,Clarity.ai
'20129999999901,critical_controv_carbon_impact_of_products,Controversy Metrics,boolean,Clarity.ai
'20129999999901,critical_controv_community_relations,Controversy Metrics,boolean,Clarity.ai
'20129999999901,critical_controv_community_relations_sc,Controversy Metrics,boolean,Clarity.ai
'20129999999901,critical_controv_corporate_governance,Controversy Metrics,boolean,Clarity.ai
'20129999999901,critical_controv_data_privacy_and_security,Controversy Metrics,boolean,Clarity.ai
'20129999999901,critical_controv_emissions_effluents_and_waste,Controversy Metrics,boolean,Clarity.ai
'20129999999901,critical_controv_emissions_effluents_and_waste_sc,Controversy Metrics,boolean,Clarity.ai
'20129999999901,critical_controv_employees_human_rights,Controversy Metrics,boolean,Clarity.ai
'20129999999901,critical_controv_employees_human_rights_sc,Controversy Metrics,boolean,Clarity.ai
'20129999999901,critical_controv_energy_use_and_ghg_emissions,Controversy Metrics,boolean,Clarity.ai
'20129999999901,critical_controv_energy_use_and_ghg_emissions_sc,Controversy Metrics,boolean,Clarity.ai
'20129999999901,critical_controv_environmental_impact_of_products,Controversy Metrics,boolean,Clarity.ai
'20129999999901,critical_controv_intellectual_property,Controversy Metrics,boolean,Clarity.ai
'20129999999901,critical_controv_labour_relations,Controversy Metrics,boolean,Clarity.ai
'20129999999901,critical_controv_labour_relations_sc,Controversy Metrics,boolean,Clarity.ai
'20129999999901,critical_controv_land_use_and_biodiversity,Controversy Metrics,boolean,Clarity.ai
'20129999999901,critical_controv_land_use_and_biodiversity_sc,Controversy Metrics,boolean,Clarity.ai
'20129999999901,critical_controv_lobbying_and_public_policy,Controversy Metrics,boolean,Clarity.ai
'20129999999901,critical_controv_marketing_practices,Controversy Metrics,boolean,Clarity.ai
'20129999999901,critical_controv_media_ethics,Controversy Metrics,boolean,Clarity.ai
'20129999999901,critical_controv_occupational_health_and_safety,Controversy Metrics,boolean,Clarity.ai
'20129999999901,critical_controv_occupational_health_and_safety_sc,Controversy Metrics,boolean,Clarity.ai
'20129999999901,critical_controv_quality_and_safety,Controversy Metrics,boolean,Clarity.ai
'20129999999901,critical_controv_sanctions,Controversy Metrics,boolean,Clarity.ai
'20129999999901,critical_controv_social_impact_of_products,Controversy Metrics,boolean,Clarity.ai
'20129999999901,critical_controv_society_human_rights,Controversy Metrics,boolean,Clarity.ai
'20129999999901,critical_controv_society_human_rights_sc,Controversy Metrics,boolean,Clarity.ai
'20129999999901,critical_controv_water_use,Controversy Metrics,boolean,Clarity.ai
'20129999999901,critical_controv_water_use_sc,Controversy Metrics,boolean,Clarity.ai
'20129999999901,critical_controv_weapons,Controversy Metrics,boolean,Clarity.ai
'20999999999904,e_score,ESG Score Rating,float,Clarity.ai
'20991100469902,esg_rating,ESG Score Rating,string,Clarity.ai
'20991100469903,esg_score,ESG Score Rating,int,Clarity.ai
'20991100469904,esg_score_relevance,ESG Score Rating,float,Clarity.ai
'20999999999903,g_score,ESG Score Rating,int,Clarity.ai
'20991100479902,global_sustainability_rating,ESG Score Rating,string,Clarity.ai
'20999999999903,s_score,ESG Score Rating,int,Clarity.ai
'20991100479902,sustainability_rating,ESG Score Rating,string,Clarity.ai
'20139999999999,exp_abortifacents_part,Expousure Metrics,bool,Clarity.ai
'20139999999999,exp_agrochemical_products_part,Expousure Metrics,bool,Clarity.ai
'20139999999999,exp_agrochemical_products_prod,Expousure Metrics,bool,Clarity.ai
'20139999999999,exp_alchol_prod,Expousure Metrics,bool,Clarity.ai
'20139999999999,exp_alcohol_part,Expousure Metrics,bool,Clarity.ai
'20139999999999,exp_animal_testing_cosmetic_part,Expousure Metrics,bool,Clarity.ai
'20139999999999,exp_animal_testing_part,Expousure Metrics,bool,Clarity.ai
'20139999999999,exp_antip_landmines_part,Expousure Metrics,bool,Clarity.ai
'20139999999999,exp_armament_part,Expousure Metrics,bool,Clarity.ai
'20139999999999,exp_armament_prod,Expousure Metrics,bool,Clarity.ai
'20139999999999,exp_artic_oil_part,Expousure Metrics,bool,Clarity.ai
'20139999999999,exp_cannabis_part,Expousure Metrics,bool,Clarity.ai
'20139999999999,exp_chemic_biolog_weapons_part,Expousure Metrics,bool,Clarity.ai
'20139999999999,exp_cluster_bombs_part,Expousure Metrics,bool,Clarity.ai
'20139999999999,exp_cluster_bombs_prod,Expousure Metrics,bool,Clarity.ai
'20139999999999,exp_coal_mining_part,Expousure Metrics,bool,Clarity.ai
'20139999999999,exp_coal_mining_prod,Expousure Metrics,bool,Clarity.ai
'20139999999999,exp_coal_power_gen_part,Expousure Metrics,bool,Clarity.ai
'20139999999999,exp_coal_power_gen_prod,Expousure Metrics,bool,Clarity.ai
'20139999999999,exp_contraceptives_part,Expousure Metrics,bool,Clarity.ai
'20139999999999,exp_depleted_uranium_part,Expousure Metrics,bool,Clarity.ai
'20139999999999,exp_embryonic_stem_cell_research_part,Expousure Metrics,bool,Clarity.ai
'20139999999999,exp_fossil_fuels_part,Expousure Metrics,bool,Clarity.ai
'20139999999999,exp_fossil_fuels_prod,Expousure Metrics,bool,Clarity.ai
'20139999999999,exp_fur_exotic_leather_part,Expousure Metrics,bool,Clarity.ai
'20139999999999,exp_gambling_part,Expousure Metrics,bool,Clarity.ai
'20139999999999,exp_gambling_prod,Expousure Metrics,bool,Clarity.ai
'20139999999999,exp_gas_fuels_part,Expousure Metrics,bool,Clarity.ai
'20139999999999,exp_gas_fuels_prod,Expousure Metrics,bool,Clarity.ai
'20139999999999,exp_gmo_products_part,Expousure Metrics,bool,Clarity.ai
'20139999999999,exp_gmo_research_part,Expousure Metrics,bool,Clarity.ai
'20139999999999,exp_meat_products_part,Expousure Metrics,bool,Clarity.ai
'20139999999999,exp_meat_products_prod,Expousure Metrics,bool,Clarity.ai
'20139999999999,exp_nuclear_energy_part,Expousure Metrics,bool,Clarity.ai
'20139999999999,exp_nuclear_energy_prod,Expousure Metrics,bool,Clarity.ai
'20139999999999,exp_nuclear_weapons_part,Expousure Metrics,bool,Clarity.ai
'20139999999999,exp_nuclear_weapons_prod,Expousure Metrics,bool,Clarity.ai
'20139999999999,exp_oil_fuels_part,Expousure Metrics,bool,Clarity.ai
'20139999999999,exp_oil_fuels_prod,Expousure Metrics,bool,Clarity.ai
'20139999999999,exp_oil_sands_part,Expousure Metrics,bool,Clarity.ai
'20139999999999,exp_oil_sands_prod,Expousure Metrics,bool,Clarity.ai
'20139999999999,exp_palm_oil_part,Expousure Metrics,bool,Clarity.ai
'20139999999999,exp_pork_products_part,Expousure Metrics,bool,Clarity.ai
'20139999999999,exp_pork_products_prod,Expousure Metrics,bool,Clarity.ai
'20139999999999,exp_pornography_part,Expousure Metrics,bool,Clarity.ai
'20139999999999,exp_predatory_lending_part,Expousure Metrics,bool,Clarity.ai
'20139999999999,exp_shale_energy_part,Expousure Metrics,bool,Clarity.ai
'20139999999999,exp_shale_energy_prod,Expousure Metrics,bool,Clarity.ai
'20139999999999,exp_small_arms_part,Expousure Metrics,bool,Clarity.ai
'20139999999999,exp_stem_cell_research,Expousure Metrics,bool,Clarity.ai
'20139999999999,exp_thermal_coal_prod,Expousure Metrics,bool,Clarity.ai
'20139999999999,exp_tobacco_part,Expousure Metrics,bool,Clarity.ai
'20139999999999,exp_tobacco_prod,Expousure Metrics,bool,Clarity.ai
'20139999999999,exp_white_phosporus_part,Expousure Metrics,bool,Clarity.ai
'20139999999904,maxexp_abortifacents_part,Expousure Metrics,float,Clarity.ai
'20139999999904,maxexp_agrochemical_products_part,Expousure Metrics,float,Clarity.ai
'20139999999904,maxexp_agrochemical_products_prod,Expousure Metrics,float,Clarity.ai
'20139999999904,maxexp_alchol_prod,Expousure Metrics,float,Clarity.ai
'20139999999904,maxexp_alcohol_part,Expousure Metrics,float,Clarity.ai
'20139999999904,maxexp_animal_testing_cosmetic_part,Expousure Metrics,float,Clarity.ai
'20139999999904,maxexp_animal_testing_part,Expousure Metrics,float,Clarity.ai
'20139999999904,maxexp_antip_landmines_part,Expousure Metrics,float,Clarity.ai
'20139999999904,maxexp_armament_part,Expousure Metrics,float,Clarity.ai
'20139999999904,maxexp_armament_prod,Expousure Metrics,float,Clarity.ai
'20139999999904,maxexp_artic_oil_part,Expousure Metrics,float,Clarity.ai
'20139999999904,maxexp_cannabis_part,Expousure Metrics,float,Clarity.ai
'20139999999904,maxexp_chemic_biolog_weapons_part,Expousure Metrics,float,Clarity.ai
'20139999999904,maxexp_cluster_bombs_part,Expousure Metrics,float,Clarity.ai
'20139999999904,maxexp_cluster_bombs_prod,Expousure Metrics,float,Clarity.ai
'20139999999904,maxexp_coal_mining_part,Expousure Metrics,float,Clarity.ai
'20139999999904,maxexp_coal_mining_prod,Expousure Metrics,float,Clarity.ai
'20139999999904,maxexp_coal_power_gen_part,Expousure Metrics,float,Clarity.ai
'20139999999904,maxexp_coal_power_gen_prod,Expousure Metrics,float,Clarity.ai
'20139999999904,maxexp_contraceptives_part,Expousure Metrics,float,Clarity.ai
'20139999999904,maxexp_depleted_uranium_part,Expousure Metrics,float,Clarity.ai
'20139999999904,maxexp_embryonic_stem_cell_research_part,Expousure Metrics,float,Clarity.ai
'20139999999904,maxexp_fossil_fuels_part,Expousure Metrics,float,Clarity.ai
'20139999999904,maxexp_fossil_fuels_prod,Expousure Metrics,float,Clarity.ai
'20139999999904,maxexp_fur_exotic_leather_part,Expousure Metrics,float,Clarity.ai
'20139999999904,maxexp_gambling_part,Expousure Metrics,float,Clarity.ai
'20139999999904,maxexp_gambling_prod,Expousure Metrics,float,Clarity.ai
'20139999999904,maxexp_gas_fuels_part,Expousure Metrics,float,Clarity.ai
'20139999999904,maxexp_gas_fuels_prod,Expousure Metrics,float,Clarity.ai
'20139999999904,maxexp_gmo_products_part,Expousure Metrics,float,Clarity.ai
'20139999999904,maxexp_gmo_research_part,Expousure Metrics,float,Clarity.ai
'20139999999904,maxexp_meat_products_part,Expousure Metrics,float,Clarity.ai
'20139999999904,maxexp_meat_products_prod,Expousure Metrics,float,Clarity.ai
'20139999999904,maxexp_nuclear_energy_part,Expousure Metrics,float,Clarity.ai
'20139999999904,maxexp_nuclear_energy_prod,Expousure Metrics,float,Clarity.ai
'20139999999904,maxexp_nuclear_weapons_part,Expousure Metrics,float,Clarity.ai
'20139999999904,maxexp_nuclear_weapons_prod,Expousure Metrics,float,Clarity.ai
'20139999999904,maxexp_oil_fuels_part,Expousure Metrics,float,Clarity.ai
'20139999999904,maxexp_oil_fuels_prod,Expousure Metrics,float,Clarity.ai
'20139999999904,maxexp_oil_sands_part,Expousure Metrics,float,Clarity.ai
'20139999999904,maxexp_oil_sands_prod,Expousure Metrics,float,Clarity.ai
'20139999999904,maxexp_palm_oil_part,Expousure Metrics,float,Clarity.ai
'20139999999904,maxexp_pork_products_part,Expousure Metrics,float,Clarity.ai
'20139999999904,maxexp_pork_products_prod,Expousure Metrics,float,Clarity.ai
'20139999999904,maxexp_pornography_part,Expousure Metrics,float,Clarity.ai
'20139999999904,maxexp_predatory_lending_part,Expousure Metrics,float,Clarity.ai
'20139999999904,maxexp_shale_energy_part,Expousure Metrics,float,Clarity.ai
'20139999999904,maxexp_shale_energy_prod,Expousure Metrics,float,Clarity.ai
'20139999999904,maxexp_small_arms_part,Expousure Metrics,float,Clarity.ai
'20139999999904,maxexp_stem_cell_research,Expousure Metrics,float,Clarity.ai
'20139999999904,maxexp_thermal_coal_prod,Expousure Metrics,float,Clarity.ai
'20139999999904,maxexp_tobacco_part,Expousure Metrics,float,Clarity.ai
'20139999999904,maxexp_tobacco_prod,Expousure Metrics,float,Clarity.ai
'20139999999904,maxexp_white_phosporus_part,Expousure Metrics,float,Clarity.ai
'20139999999904,minexp_abortifacents_part,Expousure Metrics,float,Clarity.ai
'20139999999904,minexp_agrochemical_products_part,Expousure Metrics,float,Clarity.ai
'20139999999904,minexp_agrochemical_products_prod,Expousure Metrics,float,Clarity.ai
'20139999999904,minexp_alchol_prod,Expousure Metrics,float,Clarity.ai
'20139999999904,minexp_alcohol_part,Expousure Metrics,float,Clarity.ai
'20139999999904,minexp_animal_testing_cosmetic_part,Expousure Metrics,float,Clarity.ai
'20139999999904,minexp_animal_testing_part,Expousure Metrics,float,Clarity.ai
'20139999999904,minexp_antip_landmines_part,Expousure Metrics,float,Clarity.ai
'20139999999904,minexp_armament_part,Expousure Metrics,float,Clarity.ai
'20139999999904,minexp_armament_prod,Expousure Metrics,float,Clarity.ai
'20139999999904,minexp_artic_oil_part,Expousure Metrics,float,Clarity.ai
'20139999999904,minexp_cannabis_part,Expousure Metrics,float,Clarity.ai
'20139999999904,minexp_chemic_biolog_weapons_part,Expousure Metrics,float,Clarity.ai
'20139999999904,minexp_cluster_bombs_part,Expousure Metrics,float,Clarity.ai
'20139999999904,minexp_cluster_bombs_prod,Expousure Metrics,float,Clarity.ai
'20139999999904,minexp_coal_mining_part,Expousure Metrics,float,Clarity.ai
'20139999999904,minexp_coal_mining_prod,Expousure Metrics,float,Clarity.ai
'20139999999904,minexp_coal_power_gen_part,Expousure Metrics,float,Clarity.ai
'20139999999904,minexp_coal_power_gen_prod,Expousure Metrics,float,Clarity.ai
'20139999999904,minexp_contraceptives_part,Expousure Metrics,float,Clarity.ai
'20139999999904,minexp_depleted_uranium_part,Expousure Metrics,float,Clarity.ai
'20139999999904,minexp_embryonic_stem_cell_research_part,Expousure Metrics,float,Clarity.ai
'20139999999904,minexp_fossil_fuels_part,Expousure Metrics,float,Clarity.ai
'20139999999904,minexp_fossil_fuels_prod,Expousure Metrics,float,Clarity.ai
'20139999999904,minexp_fur_exotic_leather_part,Expousure Metrics,float,Clarity.ai
'20139999999904,minexp_gambling_part,Expousure Metrics,float,Clarity.ai
'20139999999904,minexp_gambling_prod,Expousure Metrics,float,Clarity.ai
'20139999999904,minexp_gas_fuels_part,Expousure Metrics,float,Clarity.ai
'20139999999904,minexp_gas_fuels_prod,Expousure Metrics,float,Clarity.ai
'20139999999904,minexp_gmo_products_part,Expousure Metrics,float,Clarity.ai
'20139999999904,minexp_gmo_research_part,Expousure Metrics,float,Clarity.ai
'20139999999904,minexp_meat_products_part,Expousure Metrics,float,Clarity.ai
'20139999999904,minexp_meat_products_prod,Expousure Metrics,float,Clarity.ai
'20139999999904,minexp_nuclear_energy_part,Expousure Metrics,float,Clarity.ai
'20139999999904,minexp_nuclear_energy_prod,Expousure Metrics,float,Clarity.ai
'20139999999904,minexp_nuclear_weapons_part,Expousure Metrics,float,Clarity.ai
'20139999999904,minexp_nuclear_weapons_prod,Expousure Metrics,float,Clarity.ai
'20139999999904,minexp_oil_fuels_part,Expousure Metrics,float,Clarity.ai
'20139999999904,minexp_oil_fuels_prod,Expousure Metrics,float,Clarity.ai
'20139999999904,minexp_oil_sands_part,Expousure Metrics,float,Clarity.ai
'20139999999904,minexp_oil_sands_prod,Expousure Metrics,float,Clarity.ai
'20139999999904,minexp_palm_oil_part,Expousure Metrics,float,Clarity.ai
'20139999999904,minexp_pork_products_part,Expousure Metrics,float,Clarity.ai
'20139999999904,minexp_pork_products_prod,Expousure Metrics,float,Clarity.ai
'20139999999904,minexp_pornography_part,Expousure Metrics,float,Clarity.ai
'20139999999904,minexp_predatory_lending_part,Expousure Metrics,float,Clarity.ai
'20139999999904,minexp_shale_energy_part,Expousure Metrics,float,Clarity.ai
'20139999999904,minexp_shale_energy_prod,Expousure Metrics,float,Clarity.ai
'20139999999904,minexp_small_arms_part,Expousure Metrics,float,Clarity.ai
'20139999999904,minexp_stem_cell_research,Expousure Metrics,float,Clarity.ai
'20139999999904,minexp_thermal_coal_prod,Expousure Metrics,float,Clarity.ai
'20139999999904,minexp_tobacco_part,Expousure Metrics,float,Clarity.ai
'20139999999904,minexp_tobacco_prod,Expousure Metrics,float,Clarity.ai
'20139999999904,minexp_white_phosporus_part,Expousure Metrics,float,Clarity.ai
'30991100459902,nasdaq_bond_flag,Flag,string,NASDAQ
'10151100489999,climate_policy,Group Policies,bool,Santander Group
'10151100489999,defense_policy,Group Policies,bool,Santander Group
'10151100489999,group_policy,Group Policies,bool,Santander Group
'40121100499903,highest_controversy_level_answer_category,Controversy Metrics,int,Sustainalytics
'40999999990702,overall_global_compact_compliance_status,Flag,string,Sustainalytics
